"","date","state","fips","cases","deaths","state_pop","cases_per_capita","seven_day_avg","seven_day_avg_percapita"
"1352",2020-03-28,"California",6,5566,122,39512223,0.000140867801844508,3494.14285714286,8.84319481883583e-05
"1353",2020-03-28,"Colorado",8,2061,44,5758736,0.00035789103719983,1219.71428571429,0.00021180243124781
"1354",2020-03-28,"Connecticut",9,1524,33,3565287,0.000427455068834571,866,0.000242897696594973
"1355",2020-03-28,"Delaware",10,214,5,973764,0.000219765774869476,126.857142857143,0.000130275038774429
"1356",2020-03-28,"District of Columbia",11,304,4,705749,0.000430748042150963,190.857142857143,0.000270432041500793
"1357",2020-03-28,"Florida",12,4038,56,21477737,0.000188008634242984,2196.28571428571,0.000102258711627101
"1358",2020-03-28,"Georgia",13,2447,79,10617423,0.000230470237457809,1455.14285714286,0.000137052357916121
"1359",2020-03-28,"Hawaii",15,151,0,1415872,0.000106648058581567,99.2857142857143,7.01233686983811e-05
"1360",2020-03-28,"Idaho",16,262,5,1787065,0.000146609104873074,139.428571428571,7.80209849270012e-05
"1361",2020-03-28,"Illinois",17,3547,50,12671821,0.000279912413535513,2122.14285714286,0.000167469447141248
"1362",2020-03-28,"Indiana",18,1239,38,6732219,0.000184040358758383,602.142857142857,8.94419592028805e-05
"1363",2020-03-28,"Iowa",19,298,3,3155070,9.44511532232248e-05,168.428571428571,5.33834657958687e-05
"1364",2020-03-28,"Kansas",20,272,6,2913314,9.33644639747037e-05,148.857142857143,5.10954682046435e-05
"1365",2020-03-28,"Kentucky",21,394,9,4467673,8.81890863543505e-05,218,4.87949767138284e-05
"1366",2020-03-28,"Louisiana",22,3315,137,4648794,0.000713088168673424,1936.85714285714,0.000416636474504386
"1367",2020-03-28,"Maine",23,211,1,1344212,0.000156969287582613,141.428571428571,0.000105212995739192
"1368",2020-03-28,"Maryland",24,1066,10,6045680,0.000176324251366265,534.857142857143,8.84693107900423e-05
"1369",2020-03-28,"Massachusetts",25,4257,44,6892503,0.000617627587539679,2047.71428571429,0.000297092984321412
"1370",2020-03-28,"Michigan",26,4634,112,9986857,0.000464009848143415,2515.28571428571,0.00025185959048835
"1371",2020-03-28,"Minnesota",27,442,5,5639632,7.83739080847828e-05,306.428571428571,5.4334852243652e-05
"1372",2020-03-28,"Mississippi",28,669,13,2976149,0.00022478713263348,412.285714285714,0.000138529930553112
"1373",2020-03-28,"Missouri",29,837,11,6137428,0.000136376345270364,423.857142857143,6.90610371082386e-05
"1374",2020-03-28,"Montana",30,147,1,1068778,0.000137540256255275,79,7.39161921371885e-05
"1375",2020-03-28,"Nebraska",31,122,2,1934408,6.30683909495825e-05,87.2857142857143,4.51227012531556e-05
"1376",2020-03-28,"Nevada",32,738,14,3080156,0.000239598254114402,438.428571428571,0.000142339729360646
"1377",2020-03-28,"New Hampshire",33,214,2,1359711,0.00015738638578345,140.428571428571,0.000103278249148953
"1378",2020-03-28,"New Jersey",34,11124,140,8882190,0.00125239383530413,5665.71428571429,0.000637873574615527
"1379",2020-03-28,"New Mexico",35,210,2,2096829,0.000100151228354816,128.285714285714,6.11808184099487e-05
"1380",2020-03-28,"New York",36,53517,935,19453561,0.00275101304074868,33175.5714285714,0.00170537267848141
"1381",2020-03-28,"North Carolina",37,972,4,10488084,9.26766032766328e-05,560.714285714286,5.34620323134603e-05
"1382",2020-03-28,"North Dakota",38,93,1,762062,0.00012203731454921,51.8571428571429,6.80484564997899e-05
"1383",2020-03-28,"Ohio",39,1406,25,11689100,0.000120282998691088,783.285714285714,6.70099249972807e-05
"1384",2020-03-28,"Oklahoma",40,377,15,3956971,9.52748958736367e-05,195,4.92801185553293e-05
"1385",2020-03-28,"Oregon",41,480,13,4217737,0.000113805104490868,291.142857142857,6.90282151644015e-05
"1386",2020-03-28,"Pennsylvania",42,2815,35,12801989,0.000219887706511855,1410.28571428571,0.000110161453371481
"1387",2020-03-28,"Rhode Island",44,239,2,1059361,0.000225607701246317,150.285714285714,0.000141864495942096
"1388",2020-03-28,"South Carolina",45,661,15,5148714,0.000128381572563557,417,8.09910979712604e-05
"1389",2020-03-28,"South Dakota",46,68,1,884659,7.6865775400465e-05,41.7142857142857,4.71529546574281e-05
"1390",2020-03-28,"Tennessee",47,1363,6,6829174,0.000199584898554349,850.571428571429,0.000124549678858882
"1391",2020-03-28,"Texas",48,2381,30,28995881,8.2115111453244e-05,1321.42857142857,4.55729753970425e-05
"1392",2020-03-28,"Utah",49,608,2,3205958,0.000189646901175873,367.714285714286,0.000114697162506273
"1393",2020-03-28,"Vermont",50,211,12,623989,0.000338146986565468,128.285714285714,0.000205589704763568
"1394",2020-03-28,"Virginia",51,739,17,8535519,8.65793866781856e-05,443,5.19007690100625e-05
"1395",2020-03-28,"Washington",53,4311,193,7614893,0.000566127455763331,2898.28571428571,0.000380607542914354
"1396",2020-03-28,"West Virginia",54,113,0,1792147,6.30528634090842e-05,58.1428571428571,3.24431294658625e-05
"1397",2020-03-28,"Wisconsin",55,1042,17,5822434,0.000178962956042095,661.428571428571,0.000113600011855621
"1398",2020-03-28,"Wyoming",56,85,0,578759,0.000146865966663153,50.7142857142857,8.76259128830579e-05
"1399",2020-03-29,"Alabama",1,830,5,4903185,0.000169277724581063,507.285714285714,0.000103460447502127
"1400",2020-03-29,"Alaska",2,114,2,731545,0.000155834569301957,72.4285714285714,9.90076774888372e-05
"1401",2020-03-29,"Arizona",4,930,18,7278717,0.000127769770414209,548.285714285714,7.53272471351358e-05
"1402",2020-03-29,"Arkansas",5,449,6,3017804,0.000148783685090218,333.142857142857,0.000110392476497101
"1403",2020-03-29,"California",6,6321,132,39512223,0.000159975813054102,4132.71428571429,0.000104593312446994
"1404",2020-03-29,"Colorado",8,2315,47,5758736,0.00040199793843649,1466,0.000254569752806866
"1405",2020-03-29,"Connecticut",9,1993,34,3565287,0.000559001280962795,1104,0.000309652490809295
"1406",2020-03-29,"Delaware",10,232,6,973764,0.000238250746587469,152,0.000156095316729721
"1407",2020-03-29,"District of Columbia",11,342,5,705749,0.000484591547419833,225.714285714286,0.00031982232452938
"1408",2020-03-29,"Florida",12,4943,60,21477737,0.000230145289515371,2759.57142857143,0.000128485204403584
"1409",2020-03-29,"Georgia",13,2683,83,10617423,0.000252697853330323,1749.85714285714,0.000164809967810187
"1410",2020-03-29,"Hawaii",15,175,0,1415872,0.000123598743389233,116.285714285714,8.21301037704781e-05
"1411",2020-03-29,"Idaho",16,310,6,1787065,0.000173468788208599,177,9.90450822997485e-05
"1412",2020-03-29,"Illinois",17,4615,71,12671821,0.000364193907095121,2631.85714285714,0.000207693680557604
"1413",2020-03-29,"Indiana",18,1522,40,6732219,0.000226077018587779,790.428571428571,0.000117409812638087
"1414",2020-03-29,"Iowa",19,336,4,3155070,0.000106495260010079,203.571428571429,6.45220006438616e-05
"1415",2020-03-29,"Kansas",20,333,7,2913314,0.000114302818027854,187,6.41880689826088e-05
"1416",2020-03-29,"Kentucky",21,439,9,4467673,9.8261443932893e-05,266,5.95388247976072e-05
"1417",2020-03-29,"Louisiana",22,3539,153,4648794,0.000761272708577752,2322.85714285714,0.000499668762018094
"1418",2020-03-29,"Maine",23,253,3,1344212,0.000188214359044555,164.857142857143,0.000122642219275786
"1419",2020-03-29,"Maryland",24,1244,11,6045680,0.000205766762382395,677.571428571429,0.000112075304774885
"1420",2020-03-29,"Massachusetts",25,4955,48,6892503,0.000718897039290371,2663.28571428571,0.000386403272408545
"1421",2020-03-29,"Michigan",26,5486,132,9986857,0.000549321973870258,3151.42857142857,0.000315557594489294
"1422",2020-03-29,"Minnesota",27,504,9,5639632,8.93675332007479e-05,354,6.27700530814777e-05
"1423",2020-03-29,"Mississippi",28,759,14,2976149,0.000255027554063993,491.142857142857,0.000165026299806514
"1424",2020-03-29,"Missouri",29,902,12,6137428,0.000146967100876784,534.142857142857,8.70304070602306e-05
"1425",2020-03-29,"Montana",30,161,1,1068778,0.000150639328279587,97.1428571428571,9.08915201686947e-05
"1426",2020-03-29,"Nebraska",31,138,2,1934408,7.1339655336413e-05,98.1428571428571,5.07353449442192e-05
"1427",2020-03-29,"Nevada",32,920,15,3080156,0.000298686170440718,542.714285714286,0.000176197012655945
"1428",2020-03-29,"New Hampshire",33,258,3,1359711,0.000189746203421168,166.142857142857,0.000122189830885282
"1429",2020-03-29,"New Jersey",34,13386,161,8882190,0.00150706075866425,7304.57142857143,0.000822384054897658
"1430",2020-03-29,"New Mexico",35,237,2,2096829,0.000113027814857578,152.857142857143,7.28991934283353e-05
"1431",2020-03-29,"New York",36,59783,1180,19453561,0.00307311345208211,39546.2857142857,0.00203285587221207
"1432",2020-03-29,"North Carolina",37,1166,6,10488084,0.000111173785412092,688.857142857143,6.56799795708294e-05
"1433",2020-03-29,"North Dakota",38,97,1,762062,0.000127286231304015,61.4285714285714,8.06083644487869e-05
"1434",2020-03-29,"Ohio",39,1665,30,11689100,0.000142440393186815,971,8.3068841912551e-05
"1435",2020-03-29,"Oklahoma",40,429,16,3956971,0.000108416260821725,246.714285714286,6.23492782015046e-05
"1436",2020-03-29,"Oregon",41,549,13,4217737,0.00013016458826143,346.571428571429,8.21699950877517e-05
"1437",2020-03-29,"Pennsylvania",42,3441,40,12801989,0.00026878635811982,1829.85714285714,0.00014293537846792
"1438",2020-03-29,"Rhode Island",44,294,3,1059361,0.000277525791491286,180.428571428571,0.000170318306439987
"1439",2020-03-29,"South Carolina",45,775,16,5148714,0.000150523023807498,500,9.71116282629022e-05
"1440",2020-03-29,"South Dakota",46,90,1,884659,0.000101734114500615,51.5714285714286,5.8295262436067e-05
"1441",2020-03-29,"Tennessee",47,1569,7,6829174,0.000229749600756988,1014.14285714286,0.000148501540177898
"1442",2020-03-29,"Texas",48,2722,35,28995881,9.38754025097565e-05,1619,5.58355167756413e-05
"1443",2020-03-29,"Utah",49,719,2,3205958,0.000224269937410284,444.428571428571,0.000138625824614225
"1444",2020-03-29,"Vermont",50,235,12,623989,0.000376609203046849,154.428571428571,0.0002474860477165
"1445",2020-03-29,"Virginia",51,889,22,8535519,0.000104153010496491,538.714285714286,6.31144146846004e-05
"1446",2020-03-29,"Washington",53,4897,209,7614893,0.000643081918550924,3334.42857142857,0.000437882524603901
"1447",2020-03-29,"West Virginia",54,124,1,1792147,6.91907527674906e-05,73.5714285714286,4.10521171373936e-05
"1448",2020-03-29,"Wisconsin",55,1120,17,5822434,0.000192359415323557,766.857142857143,0.000131707313961333
"1449",2020-03-29,"Wyoming",56,88,0,578759,0.000152049471368912,59.5714285714286,0.000102929593442916
"1450",2020-03-30,"Alabama",1,947,11,4903185,0.00019313976527502,614.571428571429,0.000125341268700126
"1451",2020-03-30,"Alaska",2,120,2,731545,0.000164036388738902,84.4285714285714,0.000115411316362727
"1452",2020-03-30,"Arizona",4,1169,20,7278717,0.000160605227542162,681.857142857143,9.36782049442426e-05
"1453",2020-03-30,"Arkansas",5,508,7,3017804,0.000168334325224567,377,0.000124925276790673
"1454",2020-03-30,"California",6,7421,147,39512223,0.000187815299584637,4872.85714285714,0.000123325309812539
"1455",2020-03-30,"Colorado",8,2628,51,5758736,0.000456350143503713,1738.42857142857,0.000301876761051135
"1456",2020-03-30,"Connecticut",9,2571,36,3565287,0.000721120066911864,1412,0.000396041048027831
"1457",2020-03-30,"Delaware",10,264,7,973764,0.000271112918530568,177.285714285714,0.000182062300809759
"1458",2020-03-30,"District of Columbia",11,401,9,705749,0.000568190674021501,266.428571428571,0.000377511794460313
"1459",2020-03-30,"Florida",12,5695,72,21477737,0.000265158289255521,3398.57142857143,0.000158236942214696
"1460",2020-03-30,"Georgia",13,3032,103,10617423,0.000285568353073999,2068.71428571429,0.000194841468190001
"1461",2020-03-30,"Hawaii",15,204,0,1415872,0.000144080820865163,134.428571428571,9.49440143096067e-05
"1462",2020-03-30,"Idaho",16,415,7,1787065,0.00023222434550506,229.142857142857,0.000128223012113637
"1463",2020-03-30,"Illinois",17,5070,84,12671821,0.00040010034863971,3172.57142857143,0.000250364286914361
"1464",2020-03-30,"Indiana",18,1797,44,6732219,0.000266925362944967,1009.42857142857,0.000149939948689811
"1465",2020-03-30,"Iowa",19,424,6,3155070,0.000134386875727004,249.142857142857,7.8965873068698e-05
"1466",2020-03-30,"Kansas",20,374,9,2913314,0.000128376137965218,228.714285714286,7.85065687098218e-05
"1467",2020-03-30,"Kentucky",21,480,11,4467673,0.000107438480837787,316.857142857143,7.09221876482775e-05
"1468",2020-03-30,"Louisiana",22,4024,186,4648794,0.000865600841852747,2730.28571428571,0.000587310539956323
"1469",2020-03-30,"Maine",23,275,3,1344212,0.00020458082504843,188.857142857143,0.000140496545825467
"1470",2020-03-30,"Maryland",24,1415,15,6045680,0.000234051421841712,838.285714285714,0.000138658631334393
"1471",2020-03-30,"Massachusetts",25,5752,56,6892503,0.000834529923309428,3374,0.000489517378519821
"1472",2020-03-30,"Michigan",26,6508,197,9986857,0.000651656472101283,3892,0.000389712198742808
"1473",2020-03-30,"Minnesota",27,576,10,5639632,0.000102134323657998,402.714285714286,7.14079013868787e-05
"1474",2020-03-30,"Mississippi",28,848,16,2976149,0.000284931970811945,576.714285714286,0.00019377870049997
"1475",2020-03-30,"Missouri",29,1049,13,6137428,0.000170918502017457,657.857142857143,0.000107187757291351
"1476",2020-03-30,"Montana",30,177,4,1068778,0.000165609696307372,116,0.000108535168201441
"1477",2020-03-30,"Nebraska",31,185,3,1934408,9.56364944727276e-05,114.142857142857,5.90066093310497e-05
"1478",2020-03-30,"Nevada",32,1044,18,3080156,0.000338943871674032,654,0.000212326908117641
"1479",2020-03-30,"New Hampshire",33,314,3,1359711,0.000230931425869174,196.571428571429,0.000144568535939938
"1480",2020-03-30,"New Jersey",34,16636,199,8882190,0.00187296151061844,9274.85714285714,0.00104420837010435
"1481",2020-03-30,"New Mexico",35,282,4,2096829,0.000134488792362181,181.285714285714,8.64570808042593e-05
"1482",2020-03-30,"New York",36,67504,1512,19453561,0.00347000736780274,46204.1428571429,0.00237509949243446
"1483",2020-03-30,"North Carolina",37,1303,6,10488084,0.000124236228466515,831.857142857143,7.93145004232558e-05
"1484",2020-03-30,"North Dakota",38,109,3,762062,0.000143032981568429,72.4285714285714,9.50428855244999e-05
"1485",2020-03-30,"Ohio",39,1933,40,11689100,0.000165367735753822,1183.71428571429,0.000101266503470266
"1486",2020-03-30,"Oklahoma",40,481,17,3956971,0.000121557625769812,303.857142857143,7.67903385840186e-05
"1487",2020-03-30,"Oregon",41,607,16,4217737,0.00014391603838741,406,9.62601508818592e-05
"1488",2020-03-30,"Pennsylvania",42,4156,48,12801989,0.000324637054445212,2331.57142857143,0.000182125717228114
"1489",2020-03-30,"Rhode Island",44,408,4,1059361,0.000385137833089948,223.571428571429,0.000211043665541235
"1490",2020-03-30,"South Carolina",45,925,18,5148714,0.000179656512286369,589.428571428571,0.00011448073663221
"1491",2020-03-30,"South Dakota",46,100,1,884659,0.000113037905000684,61.8571428571429,6.99220183789945e-05
"1492",2020-03-30,"Tennessee",47,1721,13,6829174,0.000252007050925925,1185.42857142857,0.0001735830089303
"1493",2020-03-30,"Texas",48,3065,46,28995881,0.000105704668880383,1952.85714285714,6.73494674246022e-05
"1494",2020-03-30,"Utah",49,806,4,3205958,0.000251406911756174,522.857142857143,0.0001630892054285
"1495",2020-03-30,"Vermont",50,256,12,623989,0.000410263642468056,180.285714285714,0.000288924507139892
"1496",2020-03-30,"Virginia",51,1020,26,8535519,0.000119500641964478,648.142857142857,7.59347916796691e-05
"1497",2020-03-30,"Washington",53,5180,221,7614893,0.000680245933856195,3774.28571428571,0.000495645272269185
"1498",2020-03-30,"West Virginia",54,145,1,1792147,8.09085415426301e-05,92,5.13350746339446e-05
"1499",2020-03-30,"Wisconsin",55,1269,20,5822434,0.000217950087540709,888.428571428571,0.000152587143354235
"1500",2020-03-30,"Wyoming",56,96,0,578759,0.000165872150584267,69.2857142857143,0.000119714275347276
"1501",2020-03-31,"Alabama",1,999,14,4903185,0.000203745116694557,722.714285714286,0.000147396903383063
"1502",2020-03-31,"Alaska",2,133,2,731545,0.00018180699751895,97.4285714285714,0.000133181925142775
"1503",2020-03-31,"Arizona",4,1298,24,7278717,0.000178328131180262,820.714285714286,0.000112755350388576
"1504",2020-03-31,"Arkansas",5,564,8,3017804,0.000186890865013102,424.571428571429,0.000140688867988587
"1505",2020-03-31,"California",6,8583,184,39512223,0.00021722392081053,5721.28571428571,0.000144797869618364
"1506",2020-03-31,"Colorado",8,2990,69,5758736,0.000519211160226828,2035.28571428571,0.000353425771607817
"1507",2020-03-31,"Connecticut",9,3128,69,3565287,0.00087734872395967,1770.57142857143,0.000496613997294307
"1508",2020-03-31,"Delaware",10,319,10,973764,0.00032759477655777,208,0.000213604117630144
"1509",2020-03-31,"District of Columbia",11,495,9,705749,0.000701382502844496,317.571428571429,0.000449977865461274
"1510",2020-03-31,"Florida",12,6742,85,21477737,0.000313906441819266,4152.14285714286,0.000193323107417828
"1511",2020-03-31,"Georgia",13,4116,126,10617423,0.000387664690386735,2500.28571428571,0.000235488942494399
"1512",2020-03-31,"Hawaii",15,224,1,1415872,0.000158206391538218,153.571428571429,0.000108464203382388
"1513",2020-03-31,"Idaho",16,526,9,1787065,0.000294337363218462,293.857142857143,0.000164435620896354
"1514",2020-03-31,"Illinois",17,5992,107,12671821,0.000472860214802592,3809.28571428571,0.000300610757860746
"1515",2020-03-31,"Indiana",18,2177,61,6732219,0.000323370347874898,1267.42857142857,0.000188263122668554
"1516",2020-03-31,"Iowa",19,498,7,3155070,0.00015784118894351,302.571428571429,9.59000683254028e-05
"1517",2020-03-31,"Kansas",20,435,10,2913314,0.000149314492018368,276.285714285714,9.48355427138009e-05
"1518",2020-03-31,"Kentucky",21,590,18,4467673,0.000132059799363114,378.714285714286,8.47676823514805e-05
"1519",2020-03-31,"Louisiana",22,5237,240,4648794,0.00112652872981681,3280.14285714286,0.000705590064249536
"1520",2020-03-31,"Maine",23,303,5,1344212,0.000225410872689725,215.285714285714,0.000160157560180771
"1521",2020-03-31,"Maryland",24,1662,18,6045680,0.000274907041060724,1025.85714285714,0.00016968432713229
"1522",2020-03-31,"Massachusetts",25,6620,89,6892503,0.000960463854712867,4154.14285714286,0.000602704541027092
"1523",2020-03-31,"Michigan",26,7629,264,9986857,0.00076390399902592,4726,0.000473221955616266
"1524",2020-03-31,"Minnesota",27,629,12,5639632,0.000111532099966806,454.857142857143,8.0653692095006e-05
"1525",2020-03-31,"Mississippi",28,937,20,2976149,0.000314836387559897,664.857142857143,0.000223395113234298
"1526",2020-03-31,"Missouri",29,1350,15,6137428,0.000219961847210265,814.285714285714,0.000132675399904604
"1527",2020-03-31,"Montana",30,198,5,1068778,0.000185258304343839,137,0.000128183776237909
"1528",2020-03-31,"Nebraska",31,199,4,1934408,0.000102873850811204,131.571428571429,6.80163794667043e-05
"1529",2020-03-31,"Nevada",32,1113,26,3080156,0.000361345334457086,768,0.000249338020541817
"1530",2020-03-31,"New Hampshire",33,367,3,1359711,0.000269910297114607,233.571428571429,0.000171780200771656
"1531",2020-03-31,"New Jersey",34,18696,267,8882190,0.00210488629493402,11420.7142857143,0.00128579936769133
"1532",2020-03-31,"New Mexico",35,315,5,2096829,0.000150226842532224,212,0.000101105049577243
"1533",2020-03-31,"New York",36,76211,1929,19453561,0.0039175860913074,53419.4285714286,0.0027459974331398
"1534",2020-03-31,"North Carolina",37,1527,10,10488084,0.000145593799591994,993.285714285714,9.47061173695514e-05
"1535",2020-03-31,"North Dakota",38,126,3,762062,0.000165340877776349,85.1428571428571,0.000111726942352272
"1536",2020-03-31,"Ohio",39,2199,55,11689100,0.000188123978749433,1417.28571428571,0.000121248489129678
"1537",2020-03-31,"Oklahoma",40,566,23,3956971,0.000143038703088802,369.571428571429,9.33975580239098e-05
"1538",2020-03-31,"Oregon",41,690,18,4217737,0.000163594837705623,474.714285714286,0.000112551893518796
"1539",2020-03-31,"Pennsylvania",42,4997,72,12801989,0.000390329971381791,2923.85714285714,0.000228390849488868
"1540",2020-03-31,"Rhode Island",44,488,8,1059361,0.000460655055264447,275.571428571429,0.00026012985995466
"1541",2020-03-31,"South Carolina",45,1083,22,5148714,0.000210343786817446,695.285714285714,0.000135040655644441
"1542",2020-03-31,"South Dakota",46,107,1,884659,0.000120950558350732,72.8571428571429,8.23561879290697e-05
"1543",2020-03-31,"Tennessee",47,2049,13,6829174,0.000300036285500999,1381.28571428571,0.000202262486544597
"1544",2020-03-31,"Texas",48,3588,57,28995881,0.00012374171352131,2343,8.08045804850696e-05
"1545",2020-03-31,"Utah",49,887,5,3205958,0.000276672370629933,606.857142857143,0.000189290422038325
"1546",2020-03-31,"Vermont",50,293,13,623989,0.000469559559543518,208.571428571429,0.000334254976564376
"1547",2020-03-31,"Virginia",51,1249,27,8535519,0.000146329707660425,785,9.19686313157993e-05
"1548",2020-03-31,"Washington",53,5293,226,7614893,0.000695085275656533,4177.71428571429,0.00054862416132627
"1549",2020-03-31,"West Virginia",54,162,1,1792147,9.03943705510765e-05,109.571428571429,6.11397550376328e-05
"1550",2020-03-31,"Wisconsin",55,1351,25,5822434,0.000232033544734041,1012.71428571429,0.000173933149901619
"1551",2020-03-31,"Wyoming",56,121,0,578759,0.000209068023132254,81.2857142857143,0.00014044829417031
"1552",2020-04-01,"Alabama",1,1108,28,4903185,0.000225975564862431,825.857142857143,0.000168432792737199
"1553",2020-04-01,"Alaska",2,143,2,731545,0.000195476696580525,109.428571428571,0.000149585564016665
"1554",2020-04-01,"Arizona",4,1413,29,7278717,0.000194127618919653,965.142857142857,0.000132597936853824
"1555",2020-04-01,"Arkansas",5,624,10,3017804,0.00020677287192939,469.857142857143,0.000155695049399213
"1556",2020-04-01,"California",6,9857,212,39512223,0.000249467107937713,6674.71428571429,0.000168927834956648
"1557",2020-04-01,"Colorado",8,3346,80,5758736,0.000581030281645139,2358.14285714286,0.000409489661818645
"1558",2020-04-01,"Connecticut",9,3557,85,3565287,0.00099767564294263,2153.71428571429,0.000604078798064303
"1559",2020-04-01,"Delaware",10,368,11,973764,0.00037791497734564,243.571428571429,0.000250133942691893
"1560",2020-04-01,"District of Columbia",11,586,11,705749,0.000830323528619948,375.142857142857,0.00053155280013554
"1561",2020-04-01,"Florida",12,7769,100,21477737,0.000361723397581412,4980.42857142857,0.000231887957815508
"1562",2020-04-01,"Georgia",13,4747,154,10617423,0.000447095307401806,2980.57142857143,0.000280724562690158
"1563",2020-04-01,"Hawaii",15,258,1,1415872,0.000182219861682412,176.857142857143,0.000124910403523159
"1564",2020-04-01,"Idaho",16,669,9,1787065,0.00037435683648888,371.857142857143,0.000208082606316582
"1565",2020-04-01,"Illinois",17,6978,146,12671821,0.00055067065735856,4538.42857142857,0.000358151253196251
"1566",2020-04-01,"Indiana",18,2578,80,6732219,0.000382934660919379,1566.57142857143,0.000232697633361516
"1567",2020-04-01,"Iowa",19,549,9,3155070,0.000174005648052183,360,0.000114102064296513
"1568",2020-04-01,"Kansas",20,489,11,2913314,0.000167850084130993,327,0.000112243307793118
"1569",2020-04-01,"Kentucky",21,674,20,4467673,0.000150861533509726,446.714285714286,9.99881338035003e-05
"1570",2020-04-01,"Louisiana",22,6424,275,4648794,0.00138186376939912,3941.42857142857,0.000847838938750259
"1571",2020-04-01,"Maine",23,344,7,1344212,0.000255912013878763,244.142857142857,0.000181625262341697
"1572",2020-04-01,"Maryland",24,1985,33,6045680,0.000328333620039433,1249,0.000206593799208691
"1573",2020-04-01,"Massachusetts",25,7738,122,6892503,0.00112266907972329,4997,0.000724990616616344
"1574",2020-04-01,"Michigan",26,9292,336,9986857,0.000930422854758008,5725.85714285714,0.000573339254067335
"1575",2020-04-01,"Minnesota",27,689,17,5639632,0.000122171092014514,512,9.07860654737756e-05
"1576",2020-04-01,"Mississippi",28,1073,22,2976149,0.000360533024388228,764.428571428571,0.000256851579483612
"1577",2020-04-01,"Missouri",29,1580,21,6137428,0.000257436828586828,985.142857142857,0.000160513957498623
"1578",2020-04-01,"Montana",30,219,5,1068778,0.000204906912380307,159,0.000148768032276113
"1579",2020-04-01,"Nebraska",31,249,5,1934408,0.00012872155202005,155.142857142857,8.02017243223028e-05
"1580",2020-04-01,"Nevada",32,1279,32,3080156,0.000415238708688781,892.857142857143,0.000289874000815914
"1581",2020-04-01,"New Hampshire",33,415,4,1359711,0.000305211916355755,273.285714285714,0.000200988088119986
"1582",2020-04-01,"New Jersey",34,22255,355,8882190,0.00250557576453555,13971.1428571429,0.00157293897756554
"1583",2020-04-01,"New Mexico",35,363,6,2096829,0.000173118551870467,247.714285714286,0.000118137571406293
"1584",2020-04-01,"New York",36,84364,2415,19453561,0.00433668673822751,60740.4285714286,0.00312232956071274
"1585",2020-04-01,"North Carolina",37,1591,11,10488084,0.000151695962770702,1140.28571428571,0.000108722023420647
"1586",2020-04-01,"North Dakota",38,147,3,762062,0.000192897690739074,99.7142857142857,0.000130847996244775
"1587",2020-04-01,"Ohio",39,2548,65,11689100,0.000217980853957961,1680.28571428571,0.000143748082768196
"1588",2020-04-01,"Oklahoma",40,719,30,3956971,0.000181704642262983,448.857142857143,0.000113434529304648
"1589",2020-04-01,"Oregon",41,737,19,4217737,0.00017473825418702,542,0.000128504930487605
"1590",2020-04-01,"Pennsylvania",42,5805,78,12801989,0.000453445163872583,3588.71428571429,0.000280324743734297
"1591",2020-04-01,"Rhode Island",44,566,10,1059361,0.000534284346884584,337.571428571429,0.000318655707139897
"1592",2020-04-01,"South Carolina",45,1293,26,5148714,0.000251130670687865,819.285714285714,0.000159124339453641
"1593",2020-04-01,"South Dakota",46,129,1,884659,0.000145818897450882,85.4285714285714,9.65666674148699e-05
"1594",2020-04-01,"Tennessee",47,2689,23,6829174,0.000393751865159681,1650.28571428571,0.000241652316119887
"1595",2020-04-01,"Texas",48,4402,65,28995881,0.000151814666365888,2810.14285714286,9.6915243138943e-05
"1596",2020-04-01,"Utah",49,1012,7,3205958,0.000315662276299315,702,0.000218967310239248
"1597",2020-04-01,"Vermont",50,321,16,623989,0.000514432145438461,236.857142857143,0.00037958544598886
"1598",2020-04-01,"Virginia",51,1511,18,8535519,0.000177024970596398,945.142857142857,0.000110730566839914
"1599",2020-04-01,"Washington",53,5589,250,7614893,0.000733956471876887,4606.85714285714,0.000604979891753849
"1600",2020-04-01,"West Virginia",54,191,2,1792147,0.000106576078859602,129.571428571429,7.22995538710991e-05
"1601",2020-04-01,"Wisconsin",55,1552,33,5822434,0.000266555189805501,1145.42857142857,0.000196726759191873
"1602",2020-04-01,"Wyoming",56,138,0,578759,0.000238441216464884,94,0.000162416480780428
"1603",2020-04-02,"Alabama",1,1270,32,4903185,0.000259015313515603,930.428571428571,0.000189760037899564
"1604",2020-04-02,"Alaska",2,146,2,731545,0.000199577606298997,120.428571428571,0.000164622232984398
"1605",2020-04-02,"Arizona",4,1600,35,7278717,0.000219818959852403,1121.14285714286,0.000154030285439433
"1606",2020-04-02,"Arkansas",5,683,12,3017804,0.000226323512063739,517.428571428571,0.000171458640597127
"1607",2020-04-02,"California",6,11190,247,39512223,0.000283203503887898,7693.28571428571,0.000194706476380378
"1608",2020-04-02,"Colorado",8,3728,96,5758736,0.000647364282717596,2686.14285714286,0.000466446605147876
"1609",2020-04-02,"Connecticut",9,3824,112,3565287,0.00107256442468727,2555.42857142857,0.000716752556366029
"1610",2020-04-02,"Delaware",10,393,12,973764,0.000403588549176186,279.285714285714,0.000286810473878388
"1611",2020-04-02,"District of Columbia",11,653,12,705749,0.000925258130015062,435.428571428571,0.000616973699471868
"1612",2020-04-02,"Florida",12,9000,144,21477737,0.000419038560719875,5912.14285714286,0.000275268425958603
"1613",2020-04-02,"Georgia",13,5444,176,10617423,0.000512742122076138,3523.85714285714,0.000331893826106122
